"","w_delta11_mu","z_delta11_mu","w_delta18_mu","z_delta18_mu"
"548",1.16215,-1.78742,-0.229011,-0.0409717
"549",0.911622,-0.64581,0.0508331,0.330047
"550",1.05469,-1.31679,0.0762573,-0.0402993
"551",0.91949,-1.55949,0.137285,0.0651721
"552",0.773927,-1.03514,0.211538,-0.266012
"553",1.07855,-1.57202,0.0666442,-0.161473
"554",0.982643,-1.34447,-0.0326677,0.364921
"555",0.54879,-1.39239,0.194679,-0.0233992
"556",1.67459,-2.71462,0.413324,-0.102325
"557",1.17543,-2.43743,0.226167,0.209805
"558",2.2832,-3.02772,0.062687,0.221475
"559",1.48923,-3.35769,0.423563,-0.322253
"560",1.56867,-2.78786,0.376388,-0.183931
"561",2.0134,-2.88437,0.216306,-0.143893
"562",1.17447,-1.48048,-0.0263198,-0.00966945
"563",1.45571,-1.74804,0.258656,0.0672382
"564",1.3823,-1.74111,0.0815868,0.0338184
"565",1.40456,-1.79817,-0.241841,0.370022
"566",1.00564,-1.53433,-0.0700929,0.29911
"567",0.763085,-2.13386,0.0156606,-0.278895
"568",1.05498,-1.34654,-0.0372479,0.13521
"569",1.28202,-2.02588,0.0965024,0.0157514
"570",0.998051,-1.65985,-0.0977332,0.380457
"571",0.866048,-1.88009,0.51534,-0.370377
"572",0.769477,-0.539808,0.491999,-1.05628
"573",1.8746,-1.83149,0.231901,0.343758
"574",1.58913,-2.62251,-0.191986,0.05828
"575",1.51979,-2.30035,0.20391,-0.174887
"576",1.52564,-2.0273,0.00726433,0.374925
"577",0.549547,-1.10213,-0.00401021,-0.45443
"578",1.13619,-0.646585,0.121786,-0.483953
"579",1.08816,-1.50128,0.106541,0.420617
"580",0.811248,-0.681045,0.372373,-0.486245
"581",1.63077,-2.9535,0.370708,-0.273637
"582",1.34785,-2.3231,0.0602852,-0.163668
"583",0.868421,-1.3719,0.245389,-0.317587
"584",0.857817,-1.4889,0.298322,-0.202313
"585",2.28345,-2.79662,0.0756241,0.22557
"586",1.45261,-2.57675,-0.0300689,0.292826
"587",1.86945,-2.33467,0.133771,-0.171698
"588",1.54862,-1.68519,0.0939032,-0.411351
"589",1.27554,-1.88611,0.0617616,-0.36189
"590",1.27492,-2.02189,0.338512,0.0980461
"591",1.1637,-1.16189,0.1129,0.237157
"592",1.75841,-1.25459,0.147867,0.352321
"593",0.946707,-1.7002,0.188586,0.163431
"594",1.6201,-2.84488,0.370833,-0.205889
"595",0.940577,-2.05643,0.413991,-0.297137
"596",0.779859,-2.43429,0.382157,-0.623202
"597",2.48576,-2.58253,0.220453,-0.281166
"598",1.53742,-3.0535,0.307907,-0.143252
"599",1.48424,-1.57318,0.195499,-0.40408
"600",1.27925,-1.73926,-0.184991,0.578242
"601",1.01125,-0.995492,0.111277,0.148204
"602",0.615461,-0.885042,0.0874479,-0.130493
"603",0.817748,-0.953669,0.24712,-0.326589
"604",1.5925,-1.96001,0.095406,0.149432
"605",1.79053,-1.6547,0.0797861,0.22702
"606",1.26328,-1.75,-0.192166,0.389652
"607",0.701158,-0.782377,0.0617015,0.000735359
"608",0.642583,-1.21329,-0.0317752,0.586494
"609",1.32445,-1.82484,-0.101538,-0.13216
"610",0.919701,-0.662269,-0.181716,0.420519
"611",0.226636,-0.505764,0.0662471,-0.402052
"612",1.31496,-0.631686,-0.164574,1.07851
"613",0.363421,-0.859367,-0.277417,0.13668
"614",1.66483,-2.37061,0.142717,0.751662
"615",0.574776,0.00783126,0.32022,0.248885
"616",0.892921,-1.51533,0.227267,-0.244498
"617",1.13077,-0.754714,-0.0876055,-0.109984
"618",1.33553,-1.61315,0.140727,-0.238048
"619",0.762431,-1.2822,0.436748,-0.617688
"620",1.43875,-1.65889,0.0255478,-0.0473469
"621",1.39463,-2.59153,0.350742,-0.441182
"622",1.57136,-2.60596,0.176064,0.0904636
"623",0.80731,-1.10095,-0.0627975,-0.0581664
"624",0.555225,-1.26134,0.178313,-0.293589
"625",1.16994,-1.53329,0.239625,-0.748648
"626",1.19998,-1.59581,0.497881,-0.472388
"627",1.48273,-1.95176,0.177803,-0.493437
"628",0.753892,-0.681046,-0.202314,0.0906651
"629",0.890898,-1.13153,-0.168779,0.175815
"630",0.734932,-0.771596,0.135292,0.223886
"631",0.493078,-0.577549,0.185478,0.0855073
"632",1.10417,-1.02317,0.316489,-0.307374
"633",1.10092,-2.24267,0.236623,0.0048852
"634",1.26642,-1.87573,0.0995171,0.0354944
"635",1.45679,-2.01765,-0.082601,0.335759
"636",1.035,-1.40694,0.0242331,0.415223
"637",0.956542,-1.10045,-0.060459,0.350207
"638",1.58216,-2.36439,0.328627,-0.451074
"639",1.66546,-2.68382,-0.032974,0.288055
"640",2.30576,-3.64401,-0.0325515,0.151266
"641",1.99804,-2.92565,-0.190985,0.0539821
"642",2.22486,-3.10441,0.159999,0.324456
"643",0.846939,-1.73266,0.393743,0.0323373
"644",0.629888,-0.437995,-0.00528371,-0.132002
"645",0.437256,-0.924103,0.0861939,-0.106808
"646",1.20135,-1.62354,0.182778,-0.348927
"647",1.34589,-2.10276,-0.0277752,0.72619
"648",1.13718,-2.04513,0.156829,0.250156
"649",0.470009,-1.79084,0.0128488,-0.199436
"650",1.43272,-1.30698,0.203805,-0.0815564
"651",0.758798,-1.06839,-0.109701,0.380364
"652",1.3389,-2.29573,0.287686,-0.269771
"653",1.38008,-2.15121,0.345362,-0.672172
"654",1.15578,-1.30297,-0.012862,0.554305
"655",0.892725,-1.2088,-0.0499862,0.554096
"656",1.66446,-2.03368,0.0292009,0.385824
"657",1.54992,-2.13258,-0.187528,0.184996
"658",1.18221,-1.23856,0.0973388,-0.264393
"659",1.36987,-1.80049,0.172045,0.204572
"660",0.712155,-1.22118,-0.00846612,0.0159288
"661",0.961063,-1.50111,-0.0764378,0.318756
"662",1.00967,-1.45537,-0.18105,0.599488
"663",0.915439,-1.3435,-0.2571,0.664894
"664",1.91201,-1.89552,-0.0783801,0.522986
"665",1.86032,-1.76948,0.0883291,-0.0863254
"666",1.26267,-2.06184,0.162657,-0.329062
"667",1.31164,-1.94215,0.177266,0.131648
"668",0.829503,-1.25581,0.241869,-0.676864
"669",1.64704,-2.12701,0.0801287,0.157114
"670",1.41812,-1.61234,0.212506,-0.158916
"671",0.28082,-1.01852,0.201805,0.00493439
"672",1.01139,-1.72624,-0.00274758,0.0315867
"673",1.21875,-2.39463,0.175224,0.0102423
"674",0.560712,-1.20649,0.48373,-0.433351
"675",1.38412,-0.844125,0.583468,-0.438569
"676",1.17683,-1.55525,0.341015,-0.326896
"677",1.03389,-1.73901,0.25956,-0.337444
"678",0.905674,-1.71338,0.347836,-0.635756
"679",0.416681,-1.0853,0.328882,-0.528969
"680",1.19153,-1.02707,0.119385,-0.212053
"681",1.06462,-1.44653,-0.214427,-0.0878027
"682",1.01967,-1.26605,0.222031,-0.393757
"683",0.827831,-1.98151,0.21739,-0.395067
"684",0.541331,-1.37779,0.189507,0.0298836
"685",0.918467,-0.94519,-0.281367,0.408625
"686",0.856429,-0.166904,0.181322,-0.150669
"687",0.969888,-1.88381,0.313051,-0.289232
"688",0.169517,-1.03622,0.377161,-0.288383
"689",-0.49954,-0.816744,0.319188,-0.172675
"690",1.21875,-0.253885,0.124786,-0.113067
"691",0.875094,-1.2927,0.0417044,0.261627
"692",1.0954,-1.94897,-0.0620169,0.168476
"693",0.956224,-0.984908,0.341374,-0.252813
"694",1.42128,-1.4603,0.315071,-0.607648
"695",1.26423,-1.26202,0.480362,-0.59383
"696",0.359788,-1.33899,0.531034,-0.48481
"697",0.849628,-1.57751,0.540588,-0.216512
"698",1.37641,-1.55761,0.0133061,0.587191
"699",1.157,-1.83335,-0.167702,-0.0231209
"700",1.31473,-1.70504,-0.130269,0.434496
"701",1.01387,-1.62479,0.100702,0.0391746
"702",1.22607,-2.10115,-0.0880098,0.383818
"703",1.05654,-1.61217,-0.159132,0.182019
"704",1.10259,-1.59109,-0.258192,0.179214
"705",0.865822,-2.07682,0.266903,-0.184602
"706",0.983158,-2.09626,0.295953,-0.0707455
"707",0.653077,-0.602168,0.250918,-0.611752
"708",0.871913,-1.05505,0.399631,-0.222158
"709",1.41008,-1.63445,0.352628,-0.427352
"710",1.17098,-1.96207,0.434132,-0.476172
"711",0.506953,-0.675183,0.169035,-0.253344
"712",1.07899,-1.41861,0.391759,-0.131776
"713",0.950767,-1.32321,0.369983,-0.243364
"714",0.862631,-1.00423,0.168861,-0.3899
"715",2.20031,-3.85772,0.070254,0.152071
"716",2.51758,-3.96749,0.0213311,0.256547
"717",1.62651,-2.4463,0.161468,-0.418543
"718",1.95745,-3.11054,0.0401011,0.0803131
"719",1.24868,-1.91767,0.210738,0.0594143
"720",1.41665,-1.86816,0.231029,-0.371782
"721",0.997025,-0.922362,0.0787357,-0.0656209
"722",0.787637,-1.66525,0.0191533,-0.258372
"723",0.903352,-1.55564,0.110316,0.00858344
"724",1.7076,-3.54363,-0.303265,0.516062
"725",2.00474,-3.40866,0.123779,0.00218497
"726",1.83466,-3.04638,0.0982299,0.33418
"727",1.55186,-2.56868,0.277543,-0.603308
"728",1.74743,-2.49517,0.109793,-0.134084
"729",0.934252,-0.822529,0.123107,0.301443
"730",1.00432,-1.45075,0.0848982,0.0153468
"731",1.00831,-1.19572,0.460737,-0.147672
"732",1.61101,-2.01603,0.0218786,0.0676185
"733",1.81373,-2.17838,0.0500325,0.0112754
"734",1.08044,-2.191,0.0689056,-0.0796041
"735",1.37896,-2.01896,0.0704693,-0.14643
"736",0.792824,-0.729819,0.403386,-0.358029
"737",0.686627,-0.689842,0.414687,-0.313528
"738",1.40198,-1.56328,0.313949,-0.456446
"739",0.76473,-0.759627,0.291125,-0.405446
"740",1.21004,-1.94856,0.137657,-0.181375
"741",1.38393,-1.74086,0.104601,0.0590547
"742",1.12853,-1.79872,-0.00831173,-0.0162502
"743",0.942378,-1.66205,-0.0640966,0.22447
"744",1.18564,-1.54938,-0.0190024,0.301496
"745",1.0424,-1.75697,-0.0656533,0.14488
"746",1.10191,-2.03347,-0.13026,0.195926
"747",1.35228,-1.64533,-0.308155,-0.0427196
"748",1.69837,-2.83853,0.231309,-0.119204
"749",2.03125,-3.11914,0.138598,0.13982
"750",1.8109,-3.2487,0.0761509,-0.113032
"751",1.5495,-1.93202,0.185851,-0.00258407
"752",0.698873,-1.43641,0.0550966,0.107985
"753",1.12444,-2.0403,0.433361,-0.471973
"754",1.48673,-2.11131,0.140591,-0.272301
"755",2.24337,-3.24732,0.0644744,-0.0117737
"756",1.53987,-1.71656,-0.0610884,-0.14724
"757",1.27695,-1.93489,0.0984589,-0.109464
"758",1.38313,-1.52824,-0.0152506,0.362293
"759",0.692554,-0.541018,-0.132521,0.0424502
"760",0.907579,-0.9706,0.157384,0.0853741
"761",0.925527,-1.37321,0.473176,-0.0922177
"762",0.931295,-0.876941,-0.0273604,0.302793
"763",0.81775,-0.569394,-0.124748,0.0936095
"764",0.713985,-0.61028,-0.0628307,-0.171102
"765",1.03779,-1.24875,0.163557,-0.20976
"766",0.718507,-0.996016,0.0396342,0.0526284
"767",0.286944,-0.339202,0.002651,0.195764
"768",0.886012,-1.37111,-0.2615,0.544049
"769",0.820957,-0.662359,0.0151329,0.626821
"770",1.18221,-1.67064,-0.145743,0.250602
"771",1.08699,-1.35113,-0.232994,0.201952
"772",1.44674,-1.09366,-0.192458,0.177651
"773",1.19256,-1.59,-0.225621,0.600569
"774",0.752655,-0.571615,-0.103099,0.131852
"775",0.837434,-0.825479,-0.188005,0.29526
"776",0.42616,-0.466819,-0.225961,0.490081
"777",2.08587,-4.79667,-0.129279,0.0814645
"778",2.53302,-5.5397,-0.0673945,0.575154
"779",1.52296,-2.6971,-0.288025,0.422997
"780",2.05375,-2.7916,-0.0817846,0.427266
"781",1.1585,-1.98849,0.0363496,-0.0810221
"782",1.35893,-1.95741,0.380413,0.0519883
"783",1.33412,-2.22088,-0.263549,0.0666353
"784",1.50641,-1.97288,0.449526,-0.12908
"785",0.674846,-0.955129,0.0303264,-0.196738
"786",0.709733,-0.643831,0.0986951,-0.127048
"787",1.77565,-2.33019,0.508681,-0.817765
"788",1.44759,-3.08104,0.252536,-0.366903
"789",1.68322,-2.10861,0.0593471,0.0920619
"790",2.30773,-3.10164,0.264138,-0.0834788
"791",1.87245,-3.07632,0.0269956,-0.303231
"792",1.36238,-2.4164,0.243311,-0.0911431
"793",1.27714,-1.72065,0.00899364,0.255909
"794",0.843493,-0.948041,-0.0508093,0.254595
"795",0.805562,-0.939731,0.0927436,0.0649792
"796",1.00648,-1.55019,0.17496,-0.0219517
"797",1.30109,-1.04201,-0.0015619,-0.19108
"798",1.29977,-1.50197,0.154981,0.186623
"799",1.25936,-2.05826,0.571929,-0.258618
"800",1.86365,-2.41345,0.430209,0.113484
"801",0.393869,-1.45746,0.469525,-0.239413
"802",0.602158,-1.53297,-0.0636534,0.404945
"803",1.19021,-1.95842,0.23106,-0.0308624
"804",0.591129,-1.45099,-0.0156892,0.0447751
"805",1.09993,-1.80387,-0.0668345,0.293796
"806",1.69435,-1.69154,-0.159993,0.540456
"807",1.77459,-2.67689,-0.105147,0.207282
"808",1.39508,-1.47089,-0.187594,0.270518
"809",1.32552,-1.75248,-0.0149646,-0.118008
"810",2.03061,-2.13368,-0.247781,0.345307
"811",2.30954,-4.06997,0.124213,0.103747
"812",2.78794,-4.22269,0.103603,0.155657
"813",2.68663,-5.19823,0.0494218,0.360976
"814",2.74579,-4.73549,0.135912,-0.280282
"815",3.13646,-4.98086,-0.221023,0.589875
"816",1.17984,-2.11277,0.24342,-0.11342
"817",1.59221,-1.52217,0.0510147,-0.175914
"818",0.823892,-0.0769592,0.0776205,0.0855007
"819",1.41817,-1.14536,0.0354906,0.0140328
"820",1.35968,-2.03759,-0.31286,0.402807
"821",1.02331,-1.43229,-0.305291,0.833975
"822",1.28879,-0.945775,-0.149447,0.526203
"823",1.15914,-1.067,0.149929,0.204603
"824",1.03103,-1.56708,-0.0536457,0.281092
"825",1.02607,-2.15622,-0.111321,0.40472
"826",2.02762,-1.84027,-0.0325541,0.303617
"827",2.3524,-3.60355,-0.29859,0.798394
"828",1.97266,-3.21018,0.0355277,0.0822229
"829",1.57325,-2.60886,-0.152717,0.425677
"830",1.03926,-2.01313,-0.197816,0.451739
"831",1.81949,-2.04409,0.183698,-0.324238
"832",0.908949,-2.46964,0.0531779,0.0940019
"833",0.441197,-1.77646,-0.0149342,-0.132908
"834",1.13898,-2.16476,0.0145685,-0.106536
"835",1.12914,-2.0153,-0.0275516,-0.117075
"836",0.716188,-1.13603,0.117283,0.0549396
"837",1.51821,-1.8414,-0.0912366,0.254042
"838",1.5319,-2.32162,-0.070303,0.386744
"839",1.3737,-3.20383,0.347573,-0.00501303
"840",1.33046,-2.93668,0.236942,-0.0658902
"841",1.37095,-2.59759,-0.00264015,-0.122709
"842",1.50434,-1.94415,-0.0186578,0.392142
"843",1.98721,-2.08,-0.0264077,0.0773357
"844",1.34186,-1.44563,0.116527,-0.237244
"845",0.00943424,-0.550825,0.321049,0.0167277
"846",0.680685,-1.10486,0.56129,-0.742117
"847",0.469907,-1.23219,0.486746,-0.298085
"848",1.02017,-1.82905,0.25387,-0.0142074
"849",0.923772,-1.28547,0.292846,0.115078
"850",0.981419,-1.42327,0.24923,-0.522768
"851",1.17946,-1.14822,0.296136,-0.514764
"852",1.00808,-1.53022,0.234296,0.0492768
"853",1.26181,-1.18077,0.0522769,0.0504617
"854",0.211779,-0.576501,0.225602,-0.0422863
"855",2.39904,-2.84314,0.282805,-0.246737
"856",1.69568,-1.4617,0.310981,-0.32543
"857",0.409773,-1.02406,0.234861,-0.286893
"858",0.928291,-2.16472,-0.103648,0.149787
"859",0.637198,-0.590164,0.119202,-0.175088
"860",1.48747,-2.12459,0.163501,-0.221498
"861",0.799704,-0.711249,0.299738,-0.714642
"862",1.06267,-1.4987,0.141651,0.207008
"863",0.88964,-1.58205,0.0642217,-0.20551
"864",0.774914,-1.1903,-0.0224351,-0.13995
"865",1.50536,-2.42062,0.494027,-0.488463
"866",0.789004,-0.898615,0.234015,-0.066272
"867",0.556292,-0.286369,0.189729,-0.0506336
"868",1.64842,-2.17742,0.169854,0.0760806
"869",1.52843,-2.23018,0.186807,-0.130523
"870",1.72841,-2.28964,0.192211,-0.370013
"871",2.15127,-3.10847,0.350252,-0.0179029
"872",1.72658,-2.76666,0.240753,-0.201944
"873",1.6612,-2.98637,0.204308,-0.14898
"874",1.02321,-0.42468,0.0465,0.16669
"875",1.09706,-0.996226,0.0407274,0.171043
"876",1.36191,-1.05281,0.0466133,0.0145269
"877",0.493078,-0.272127,0.00832181,0.177518
"878",0.771366,-1.05731,0.179636,-0.0787123
"879",1.49747,-2.32096,0.496167,-0.41646
"880",2.05906,-3.47243,0.166861,-0.391564
"881",1.73466,-2.62607,0.29447,-0.154793
"882",0.874272,-1.05181,0.148268,0.18065
"883",1.68209,-2.70546,-0.00427533,0.0874488
"884",1.88322,-3.66613,-0.350136,0.302326
"885",1.63254,-3.20701,0.0115461,0.300787
"886",0.644002,-1.03056,0.286366,-0.0067923
"887",1.44619,-2.6191,-0.0846798,-0.00734463
"888",1.15037,-2.33547,0.181083,0.370158
"889",1.08442,-1.46115,-0.0393683,-0.446073
"890",1.54952,-2.42462,0.138315,0.0975451
"891",1.22508,-1.88661,0.0662333,0.00651921
"892",1.67658,-1.86584,0.0488998,0.294371
"893",1.29189,-1.04067,0.0531889,0.174293
"894",0.516694,-1.1523,0.105511,0.401672
"895",0.751334,-1.21468,-0.0980353,-0.295043
"896",1.57321,-2.31396,0.173401,0.103284
"897",1.62694,-2.54946,0.166093,0.0697614
"898",1.18498,-1.51687,0.335508,-0.362838
"899",1.38387,-1.5641,-0.0450744,0.150042
"900",1.02825,-0.942986,-0.0508752,-0.177925
"901",1.07615,-1.50454,-0.185899,0.120172
"902",1.69219,-2.37827,-0.0137534,0.240878
"903",0.77425,-1.33747,0.234169,0.181722
"904",0.851373,-1.71866,-0.118233,0.336699
"905",2.19615,-2.78701,0.107399,0.220041
"906",1.29578,-1.53391,-0.488144,1.23844
"907",1.24908,-2.09005,-0.14769,0.694394
"908",2.00766,-2.24029,0.037071,0.417487
"909",0.981223,-1.56778,0.11227,-0.700907
"910",1.06138,-1.26764,0.416324,0.218048
"911",1.61182,-2.69745,0.19472,-0.278349
"912",0.965184,-1.47642,0.0480021,0.161083
"913",1.14468,-1.48323,0.0660876,-0.0486365
"914",1.3037,-1.76877,0.078436,-0.119839
"915",1.2328,-1.64518,0.0447053,-0.311324
"916",0.91029,-2.07008,0.585189,-0.32838
"917",1.25627,-1.21529,-0.31781,0.120166
"918",1.90582,-2.39611,-0.261134,0.39222
"919",1.06026,-1.83771,-0.196525,0.254661
"920",0.760185,-1.57541,-0.148564,0.632981
"921",1.31537,-1.60191,-0.411623,0.519056
"922",0.803915,-0.486332,0.546142,-0.409413
"923",1.07294,-1.08013,-0.0288417,0.189027
"924",1.57977,-1.58768,-0.0944472,0.218498
"925",1.29714,-2.34383,0.0496172,-0.283798
"926",1.52679,-1.40123,-0.182185,-0.0604387
"927",1.1322,-0.979719,0.046717,0.396409
"928",1.33253,-1.3414,0.102708,0.481519
"929",1.08208,-1.50163,0.0553834,0.140226
"930",1.24149,-1.42818,0.109851,-0.078008
"931",1.15812,-1.64633,0.091309,-0.25732
"932",0.822413,-0.895419,0.328177,-0.442228
"933",1.0298,-1.46391,0.262941,-0.394431
"934",1.46266,-0.570023,0.146776,-0.0927703
"935",1.09062,-1.24455,0.228646,0.15937
"936",1.53798,-0.359718,0.529079,-0.120349
"937",1.65329,-1.21584,0.504505,-0.14917
"938",2.53102,-1.3307,0.2097,-0.140387
"939",1.40812,-1.21693,0.250385,-0.352708
"940",0.713476,-1.30032,0.178073,-0.425159
"941",0.698195,-1.14407,0.228547,0.117635
"942",1.55113,-1.87969,0.462364,0.360118
"943",1.37265,-1.459,0.310245,-0.223389
"944",1.12159,-1.67898,0.0193429,0.333062
"945",0.492576,-0.77961,0.268104,-0.0552522
"946",0.78246,-1.15466,0.25093,-0.450549
"947",0.909068,-0.507474,-0.0963245,0.464677
"948",0.937839,-1.51288,0.0550932,-0.313368
"949",1.16161,-1.58947,-0.23966,-0.0712561
"950",0.836028,-0.819228,-0.0173313,0.58096
"951",1.61158,-2.43557,-0.0901103,0.0885785
"952",1.838,-3.18871,-0.183016,0.286988
"953",0.541322,-1.00111,0.0508914,0.186324
"954",0.927382,-1.16154,-0.069252,0.23527
"955",0.973673,-1.07135,0.0384906,0.0379823
"956",0.503124,-1.50561,0.116509,-0.054931
"957",1.79112,-1.47392,-0.0245732,0.104872
"958",1.487,-1.6356,0.11728,0.0992028
"959",0.854496,-1.03576,-0.123369,0.629771
"960",1.21924,-1.51622,-0.435083,0.184333
"961",1.14159,-1.77915,-0.137425,0.149384
"962",1.38867,-1.9463,-0.0976085,0.283471
"963",1.05678,-1.76622,0.140667,0.182882
"964",1.12687,-1.32653,0.187039,0.21625
"965",1.19107,-3.25428,0.115311,0.0914876
"966",0.986748,-1.93631,0.0439983,-0.075106
"967",0.916877,-1.98189,0.283221,-0.464887
"968",0.856339,-0.386208,0.482613,-0.180365
"969",2.09236,-3.24033,-0.208632,-0.299602
"970",1.95366,-2.56331,-0.20936,0.483831
"971",1.66638,-2.28451,-0.344998,0.911394
"972",1.84823,-2.85171,-0.315973,0.780472
"973",1.61556,-3.45099,-0.351522,0.636247
"974",1.49882,-1.31183,-0.290426,0.66959
"975",1.61528,-1.97432,0.0512903,0.182563
"976",1.11396,-0.705764,0.142506,-0.173822
"977",2.16275,-2.95931,0.272752,-0.279336
"978",0.98442,-0.675102,0.119899,-0.270104
"979",1.20909,-2.03663,-0.0368595,0.136605
"980",1.09168,-1.03179,0.204473,-0.00607261
"981",0.952762,-0.785653,-0.15922,0.295314
"982",1.13481,-1.888,-0.113829,0.269055
"983",1.03044,-1.47045,0.222243,0.360184
"984",1.70849,-2.26915,0.078498,-0.622528
"985",1.32956,-1.71558,-0.132293,0.482606
"986",1.10464,-1.94723,0.00179933,0.144744
"987",1.02045,-1.16533,0.17654,-0.22064
"988",1.24918,-1.71941,-0.0495835,0.372893
"989",1.20553,-0.789209,-0.00521767,0.350868
"990",1.2809,-1.83677,0.222954,-0.0574781
"991",0.998511,-0.961766,0.208496,-0.15977
"992",1.12751,-1.19549,0.260233,-0.100108
"993",0.883547,-1.36225,-0.119935,0.174282
"994",1.19961,-1.61522,0.405996,-0.349859
"995",1.35487,-2.01328,0.289733,-0.222127
"996",0.806244,-1.74536,-0.0153592,0.556296
"997",1.44578,-1.35186,0.0923242,0.262623
"998",1.76096,-2.32919,0.107001,-0.288899
"999",1.62077,-3.05874,0.242015,-0.0839779
"1000",1.40681,-2.95223,-0.0746819,0.226612
"1001",1.88382,-2.27862,-0.175247,0.190897
"1002",1.20539,-2.25505,0.0146562,0.364578
"1003",1.05514,-0.931422,-0.0304507,0.197245
"1004",0.698455,-1.06938,-0.057441,0.298229
"1005",0.585349,-0.596755,0.129858,0.0019372
"1006",0.760053,-0.877667,0.11068,-0.11837
"1007",1.06496,-1.14941,0.170343,-0.126954
"1008",0.843097,-1.62069,0.438518,-0.0521651
"1009",1.32306,-1.77881,0.022639,0.345532
"1010",0.655172,-1.10825,-0.0841607,0.097551
"1011",1.26936,-1.59369,0.175607,0.151436
"1012",1.79933,-2.30267,0.0948709,0.0324397
"1013",1.26933,-2.67505,0.149312,-0.108018
"1014",1.76991,-2.56956,0.164904,-0.0715521
"1015",1.47199,-2.30828,0.200071,-0.122004
"1016",1.25576,-2.0783,0.199895,-0.338578
"1017",1.20909,-1.81679,0.121316,-0.20674
"1018",1.13339,-1.00618,0.124138,0.119186
"1019",1.80494,-1.7317,0.0906063,-0.00915882
"1020",1.36683,-2.47019,0.0623237,0.0065384
"1021",1.44439,-2.22356,0.221022,-0.435312
"1022",1.50609,-1.88367,0.0705353,0.392643
"1023",1.56227,-1.842,-0.0343599,0.246822
"1024",1.12622,-1.20876,-0.0913709,0.741965
"1025",1.42114,-1.65815,-0.508121,0.49117
"1026",1.89777,-2.01825,0.0209199,-0.282986
"1027",1.10361,-2.42175,0.0586123,0.113759
"1028",1.4435,-2.04191,0.0284886,0.0578893
"1029",0.936263,-0.656252,0.215266,-0.259768
"1030",0.791223,-1.1337,0.190257,-0.193939
"1031",1.47138,-2.46953,0.393274,-0.539865
"1032",1.66166,-2.76737,0.303726,-0.360346
"1033",1.00186,-1.67199,0.485656,-0.43934
"1034",1.38065,-1.7495,0.232417,-0.320003
"1035",1.11209,-1.72045,0.176137,-0.483849
"1036",1.17539,-2.08221,0.194453,0.13907
"1037",0.701237,-1.42809,0.364307,-0.545886
"1038",1.3888,-1.97079,0.341925,-0.859843
