"","Rat","CatLH","PR","Local.Rate_mu","Local.Rate_sigma","Bn_predictions_mu","Bn_predictions_sigma","RatLabel"
"326",10,1,12,0.547389493,0.209314469085623,0.603219580698126,0,"Rat #10"
"327",10,1,15,0.5060897268,0.0898964914947778,0.588656312910858,0,"Rat #10"
"328",10,1,18,0.5284973442,0.116365262318354,0.558601967545275,0,"Rat #10"
"329",10,1,21,0.5082489304,0.0432511946071692,0.523457445200444,0,"Rat #10"
"330",10,1,24,0.4103257938,0.107987269991063,0.488147391724227,0,"Rat #10"
"331",10,1,27,0.540279603,0.166598233093536,0.454804906624728,0,"Rat #10"
"332",10,1,30,0.451794055,0.144875437816019,0.424209453506315,0,"Rat #10"
"333",10,1,33,0.3689947472,0.104485814344607,0.396508412512548,0,"Rat #10"
"334",10,1,36,0.3849828322,0.100465601221718,0.371569896138148,0,"Rat #10"
"335",10,1,39,0.3683794378,0.102646970142537,0.349152708600919,0,"Rat #10"
"336",10,1,42,0.3503061684,0.144638757644987,0.32898660817723,0,"Rat #10"
"337",10,1,45,0.3023935428,0.098352394155655,0.310808687195857,0,"Rat #10"
"338",10,1,48,0.3112203688,0.0718907994033651,0.29437837269689,0,"Rat #10"
"339",10,1,51,0.2115982012,0.0806929167375524,0.279482151118904,0,"Rat #10"
"340",10,1,54,0.377475261,0.286277781341508,0.265933517829823,0,"Rat #10"
"341",10,1,57,0.46389091,0.221604953984631,0.253570873958101,0,"Rat #10"
"342",10,1,60,0.226355302,NA,0.242254703085386,NA,"Rat #10"
"343",10,1,63,0.300960206,NA,0.231864661178772,NA,"Rat #10"
"344",10,11,3,0.3314401576,0.307230542978076,0.258754333583646,0,"Rat #10"
"345",10,11,6,0.4574813766,0.174186102629197,0.373760924390739,0,"Rat #10"
"346",10,11,9,0.3570695528,0.0730284137417146,0.396531475945734,0,"Rat #10"
"347",10,11,12,0.4582095502,0.160107938655495,0.380646479940298,0,"Rat #10"
"348",10,11,15,0.3445729482,0.061133092269164,0.352621305166145,0,"Rat #10"
"349",10,11,18,0.3598012576,0.110623450405911,0.322948007974925,0,"Rat #10"
"350",10,11,21,0.297147974,0.140468775293795,0.295278771746638,0,"Rat #10"
"351",10,11,24,0.232906069,0.045048176715071,0.270615620488425,0,"Rat #10"
"352",10,11,27,0.2431836134,0.0803156821373903,0.248988245217557,0,"Rat #10"
"353",10,11,30,0.2523640976,0.124628399412857,0.230104112129004,0,"Rat #10"
"354",10,11,33,0.2479410612,0.0953859216730651,0.213595808467128,0,"Rat #10"
"355",10,11,36,0.2124503794,0.0769015568406811,0.199110863977012,0,"Rat #10"
"356",10,11,39,0.1571283962,0.0651715182372981,0.186339932916587,0,"Rat #10"
"357",10,11,42,0.22908094475,0.0752481659233978,0.175021320168871,0,"Rat #10"
"358",10,11,45,0.145583953,NA,0.164937056644323,NA,"Rat #10"
"359",10,18,3,0.5892192548,0.172363744606603,0.291087625041012,0,"Rat #10"
"360",10,18,6,0.8598939306,0.87715811993559,0.485147238205368,0,"Rat #10"
"361",10,18,9,0.9764887184,0.896663396986609,0.58491704609613,0,"Rat #10"
"362",10,18,12,0.577555886,0.193604016981175,0.619692965387047,0,"Rat #10"
"363",10,18,15,0.6215349298,0.253983158076798,0.617277025114697,0,"Rat #10"
"364",10,18,18,0.6436853722,0.178625453579363,0.596138409421343,0,"Rat #10"
"365",10,18,21,0.4472837798,0.109383719614303,0.566853621334517,0,"Rat #10"
"366",10,18,24,0.5129238792,0.126847550982947,0.535032533995314,0,"Rat #10"
"367",10,18,27,0.4494385076,0.155912395411478,0.503489154637875,0,"Rat #10"
"368",10,18,30,0.5589560686,0.188672116506538,0.473539456401954,0,"Rat #10"
"369",10,18,33,0.5076069388,0.121613458530768,0.445718163499071,0,"Rat #10"
"370",10,18,36,0.5581635214,0.260466561461319,0.420162404940984,0,"Rat #10"
"371",10,18,39,0.3870823928,0.189517978277162,0.396814474339498,0,"Rat #10"
"372",10,18,42,0.5241915544,0.203381017220894,0.375528190412803,0,"Rat #10"
"373",10,18,45,0.5232934134,0.291619898983338,0.356124098853478,0,"Rat #10"
"374",10,18,48,0.3531308066,0.209069624849142,0.338417500537144,0,"Rat #10"
"375",10,18,51,0.3495825415,0.261640636384805,0.322232039176866,0,"Rat #10"
"376",10,18,54,0.274055581333333,0.0497577395062569,0.307405646164956,0,"Rat #10"
"377",10,18,57,0.175752386666667,0.0901291111808127,0.293792493599691,0,"Rat #10"
"378",10,18,60,0.454847534,0.425154565051029,0.281262923971589,0,"Rat #10"
"379",10,18,63,0.272220542,NA,0.269702417138333,NA,"Rat #10"
"380",13,1,3,1.1356237806,0.681164348536328,0.287175226318554,0,"Rat #13"
"381",13,1,6,0.6036341998,0.258275387061925,0.456348742064667,0,"Rat #13"
"382",13,1,9,0.5077412278,0.0978428231655188,0.522044743133231,0,"Rat #13"
"383",13,1,12,0.514913701,0.194756188831633,0.528104628960772,0,"Rat #13"
"384",13,1,15,0.3654634282,0.106203673314299,0.506817633691835,0,"Rat #13"
"385",13,1,18,0.4521987432,0.114603407967435,0.475424195494315,0,"Rat #13"
"386",13,1,21,0.3330454074,0.119192963245458,0.441954417371905,0,"Rat #13"
"387",13,1,24,0.4044315096,0.0939052255083507,0.409819929036609,0,"Rat #13"
"388",13,1,27,0.4814935842,0.0750080001561487,0.380285946529439,0,"Rat #13"
"389",13,1,30,0.386058621,0.107805441156935,0.353661351212262,0,"Rat #13"
"390",13,1,33,0.4116171998,0.0622960564465907,0.329850171771779,0,"Rat #13"
"391",13,1,36,0.2987481194,0.107881449787617,0.308602973001881,0,"Rat #13"
"392",13,1,39,0.4124209704,0.213912141374014,0.289629340568198,0,"Rat #13"
"393",13,1,42,0.35186069975,0.164213090657141,0.272646193118855,0,"Rat #13"
"394",13,1,45,0.22818213625,0.0917990282465403,0.257396527272956,0,"Rat #13"
"395",13,1,48,0.207112188666667,0.120579059101404,0.243654727458132,0,"Rat #13"
"396",13,1,51,0.153448068,NA,0.231226005570796,NA,"Rat #13"
"397",13,1,54,0.133369557,NA,0.219943515269059,NA,"Rat #13"
"398",13,11,3,0.9388050658,0.547999881884497,0.282318392629287,0,"Rat #13"
"399",13,11,6,0.5455762648,0.0613037805823447,0.519104622933504,0,"Rat #13"
"400",13,11,9,0.6740275756,0.127598395610582,0.708624078597711,0,"Rat #13"
"401",13,11,12,0.5904725878,0.205096328382302,0.853897019957013,0,"Rat #13"
"402",13,11,15,0.8287118642,0.134916530710721,0.960552868396104,0,"Rat #13"
"403",13,11,18,0.8819079652,0.152228332010963,1.03513485735784,0,"Rat #13"
"404",13,11,21,0.788448086,0.193116167357791,1.08402132198787,0,"Rat #13"
"405",13,11,24,0.9758815706,0.323161464058733,1.11287166997688,0,"Rat #13"
"406",13,11,27,0.922322516,0.293295889821578,1.12642740823642,0,"Rat #13"
"407",13,11,30,0.9836114922,0.432556751728873,1.12851584841707,0,"Rat #13"
"408",13,11,33,0.8876461438,0.26092240595452,1.1221501109131,0,"Rat #13"
"409",13,11,36,1.1558249664,0.0485999443604011,1.1096618722658,0,"Rat #13"
"410",13,11,39,1.196409593,0.0977046429100733,1.09283364419472,0,"Rat #13"
"411",13,11,42,0.9864624652,0.179663835440639,1.07301590019873,0,"Rat #13"
"412",13,11,45,1.0228049296,0.422622087521294,1.05122448822692,0,"Rat #13"
"413",13,11,48,1.2375191272,0.24500176505529,1.02821870812575,0,"Rat #13"
"414",13,11,51,1.1276834134,0.439772448244101,1.00456247465411,0,"Rat #13"
"415",13,11,54,1.3154616518,0.153902452803344,0.980671543037272,0,"Rat #13"
"416",13,11,57,1.2060634824,0.188583837846576,0.956849643990271,0,"Rat #13"
"417",13,11,60,1.2554933706,0.147199110824297,0.933315980475229,0,"Rat #13"
"418",13,11,63,1.2625423678,0.203704066460239,0.910226085304087,0,"Rat #13"
"419",13,11,66,1.0595086818,0.171486479204045,0.887687617686578,0,"Rat #13"
"420",13,11,69,0.8065229038,0.475088910740916,0.865772320182415,0,"Rat #13"
"421",13,11,72,0.919174454,0.397819777994229,0.844525070006586,0,"Rat #13"
"422",13,11,75,0.9825715808,0.359061763843411,0.823970733521927,0,"Rat #13"
"423",13,11,78,1.1179076618,0.408501856882299,0.804119359623466,0,"Rat #13"
"424",13,11,81,0.9608895482,0.438575718366801,0.784970116039175,0,"Rat #13"
"425",13,11,84,0.5861900954,0.342735531426357,0.766514273087575,0,"Rat #13"
"426",13,11,87,0.808620562,0.0677854763598354,0.748737464554404,0,"Rat #13"
"427",13,11,90,0.32064985,NA,0.73162139909027,NA,"Rat #13"
"428",13,11,93,0.807782507,NA,0.715145153272922,NA,"Rat #13"
"429",13,18,3,0.824087796,0.378061529478454,0.271849912314662,0,"Rat #13"
"430",13,18,6,0.4602710386,0.115541410917236,0.489628253468871,0,"Rat #13"
"431",13,18,9,0.6233835022,0.710911722884105,0.654188768798979,0,"Rat #13"
"432",13,18,12,0.6625429348,0.115759329110037,0.771932158146887,0,"Rat #13"
"433",13,18,15,0.7270193566,0.283868052577927,0.851405523901016,0,"Rat #13"
"434",13,18,18,0.9589508632,0.58828695548429,0.901123971225647,0,"Rat #13"
"435",13,18,21,0.757017005,0.227152794268723,0.92851373248609,0,"Rat #13"
"436",13,18,24,0.9070637956,0.187705084866993,0.939587123992374,0,"Rat #13"
"437",13,18,27,1.0064926988,0.0959329431852515,0.938996952345573,0,"Rat #13"
"438",13,18,30,1.2481663056,0.439078553050059,0.930242708553705,0,"Rat #13"
"439",13,18,33,0.9189680174,0.29869687125216,0.915908048081264,0,"Rat #13"
"440",13,18,36,0.964879197,0.361601764375788,0.897876617805437,0,"Rat #13"
"441",13,18,39,1.0562135292,0.122623700354821,0.877509126964937,0,"Rat #13"
"442",13,18,42,0.7028945478,0.373435478862845,0.855780994111139,0,"Rat #13"
"443",13,18,45,0.995373335,0.217711068461717,0.83338610862451,0,"Rat #13"
"444",13,18,48,1.0104617814,0.134412923187326,0.810813657944181,0,"Rat #13"
"445",13,18,51,1.005879055,0.354310864000527,0.788404428448714,0,"Rat #13"
"446",13,18,54,0.9352627666,0.127093499219523,0.766391834440879,0,"Rat #13"
"447",13,18,57,0.7539662052,0.412600822732149,0.744931739940358,0,"Rat #13"
"448",13,18,60,0.7890461098,0.360114085396032,0.724124118023271,0,"Rat #13"
"449",13,18,63,0.5839113318,0.339829599351823,0.704028786824078,0,"Rat #13"
"450",13,18,66,0.485335076,0.198451870597754,0.684676851881737,0,"Rat #13"
"451",13,18,69,1.02651904575,0.176820198627348,0.666079034596496,0,"Rat #13"
"452",13,18,72,0.99950213425,0.168331772684125,0.64823173901158,0,"Rat #13"
"453",13,18,75,0.502407216,0.429615926593492,0.631121472482634,0,"Rat #13"
"454",13,18,78,0.446914571,NA,0.614728065443927,NA,"Rat #13"
"455",13,18,81,0.817686251,NA,0.599027012977791,NA,"Rat #13"
"456",13,18,84,0.192105384,NA,0.58399117273918,NA,"Rat #13"
"457",13,18,87,0.982495765,NA,0.569591990231456,NA,"Rat #13"
"458",14,1,3,0.326654494,0.199656025727531,0.253294032508727,0,"Rat #14"
"459",14,1,6,0.4625992544,0.552194725464726,0.375090583965583,0,"Rat #14"
"460",14,1,9,0.3501370592,0.150645481402761,0.409344250863069,0,"Rat #14"
"461",14,1,12,0.2777154488,0.0720459134912716,0.402486191524058,0,"Rat #14"
"462",14,1,15,0.3196306036,0.0584953384607991,0.379929148338726,0,"Rat #14"
"463",14,1,18,0.2983224038,0.122384919413479,0.353041838327706,0,"Rat #14"
"464",14,1,21,0.4000310544,0.176568986533383,0.326452307301962,0,"Rat #14"
"465",14,1,24,0.2574316342,0.0992199621166615,0.301854711491276,0,"Rat #14"
"466",14,1,27,0.2388169062,0.0641915801480534,0.279714405965916,0,"Rat #14"
"467",14,1,30,0.269463453,0.0864812636191744,0.260002153785048,0,"Rat #14"
"468",14,1,33,0.2033268552,0.051009293561623,0.242507354771459,0,"Rat #14"
"469",14,1,36,0.2794562528,0.060961832490125,0.226970258502224,0,"Rat #14"
"470",14,1,39,0.2370584022,0.108401527843113,0.213135849971699,0,"Rat #14"
"471",14,1,42,0.250038126,0.0830054174243232,0.200773706140427,0,"Rat #14"
"472",14,1,45,0.1889177255,0.00813545090084823,0.189683217167465,0,"Rat #14"
"473",14,1,48,0.212051599,NA,0.179692764579741,NA,"Rat #14"
"474",14,1,51,0.14537784,NA,0.170656672376,NA,"Rat #14"
"475",14,11,3,0.3132400638,0.162426773922497,0.179010559916001,0,"Rat #14"
"476",14,11,6,0.2091330034,0.0657137126351779,0.302765422592026,0,"Rat #14"
"477",14,11,9,0.3922973298,0.159827800236324,0.384896637325557,0,"Rat #14"
"478",14,11,12,0.3642842736,0.155584103778184,0.437070516910084,0,"Rat #14"
"479",14,11,15,0.4645264972,0.15344007741807,0.468235077421165,0,"Rat #14"
"480",14,11,18,0.4091970764,0.127530435158811,0.48488895218464,0,"Rat #14"
"481",14,11,21,0.5858915968,0.104252135779663,0.491623016323092,0,"Rat #14"
"482",14,11,24,0.4261371276,0.131872737457147,0.491637493352716,0,"Rat #14"
"483",14,11,27,0.5495384344,0.240115852099921,0.487150950481945,0,"Rat #14"
"484",14,11,30,0.3676276244,0.0863227142910536,0.479699236394311,0,"Rat #14"
"485",14,11,33,0.5146499842,0.298634521085251,0.470345983237437,0,"Rat #14"
"486",14,11,36,0.5400453916,0.291828321263929,0.459828292402019,0,"Rat #14"
"487",14,11,39,0.352146586,0.160555251634021,0.448656894828226,0,"Rat #14"
"488",14,11,42,0.544068455,0.245126318994361,0.437184967752235,0,"Rat #14"
"489",14,11,45,0.52866006025,0.129978724265546,0.425655547248748,0,"Rat #14"
"490",14,11,48,0.51603645675,0.210974272778134,0.414234346276996,0,"Rat #14"
"491",14,11,51,0.47503422975,0.132855638374014,0.403032598285776,0,"Rat #14"
"492",14,11,54,0.443783804,0.220645837717236,0.392123052789173,0,"Rat #14"
"493",14,11,57,0.432923977333333,0.0837273345628674,0.381551242032553,0,"Rat #14"
"494",14,11,60,0.372957416333333,0.118513890804003,0.371343461068617,0,"Rat #14"
"495",14,11,63,0.578140773,NA,0.361512448434942,NA,"Rat #14"
"496",14,18,3,0.6332281738,0.372686856527681,0.214084881997172,0,"Rat #14"
"497",14,18,6,0.3202300748,0.245992694433627,0.380381378320289,0,"Rat #14"
"498",14,18,9,0.8886116114,0.584185594272858,0.505657835279156,0,"Rat #14"
"499",14,18,12,0.7043903536,0.538575402117263,0.597371693286628,0,"Rat #14"
"500",14,18,15,0.4739939844,0.259823547597019,0.662490354686776,0,"Rat #14"
"501",14,18,18,0.554451529,0.139373457482923,0.706987829665343,0,"Rat #14"
"502",14,18,21,0.9131991718,0.360912634672286,0.735735668357367,0,"Rat #14"
"503",14,18,24,0.7157724652,0.190006099746421,0.752586143463991,0,"Rat #14"
"504",14,18,27,0.8480252808,0.186190869403552,0.760527839337177,0,"Rat #14"
"505",14,18,30,0.688673717,0.340497190229875,0.761852026219065,0,"Rat #14"
"506",14,18,33,0.6171861098,0.207175358319263,0.758302781981394,0,"Rat #14"
"507",14,18,36,0.842735256,0.177628352781587,0.751202039092399,0,"Rat #14"
"508",14,18,39,0.8066596528,0.267742763042744,0.741549288948715,0,"Rat #14"
"509",14,18,42,0.7316450826,0.304126122318245,0.730099086969707,0,"Rat #14"
"510",14,18,45,0.8103566584,0.274255733673238,0.717420409403511,0,"Rat #14"
"511",14,18,48,0.7398146438,0.0995653780964374,0.703941727115683,0,"Rat #14"
"512",14,18,51,0.7477240048,0.198472672444021,0.689985083684981,0,"Rat #14"
"513",14,18,54,0.6696654234,0.263921372224436,0.675791816703509,0,"Rat #14"
"514",14,18,57,0.6140924602,0.201889146864762,0.661541973265909,0,"Rat #14"
"515",14,18,60,0.6646519142,0.258151917985406,0.647368983915444,0,"Rat #14"
"516",14,18,63,0.973100050333333,0.306066720238878,0.633370775101382,0,"Rat #14"
"517",14,18,66,1.153039832,NA,0.619618205029984,NA,"Rat #14"
"518",15,1,3,0.1713959058,0.0476928139256053,0.216024946352129,0,"Rat #15"
"519",15,1,6,0.2730104246,0.0734983433681778,0.26669967992122,0,"Rat #15"
"520",15,1,9,0.2069484048,0.123662216165611,0.254317183507768,0,"Rat #15"
"521",15,1,12,0.1946348376,0.0664120207932036,0.228300611650666,0,"Rat #15"
"522",15,1,15,0.2863782858,0.197406258406762,0.202655025620789,0,"Rat #15"
"523",15,1,18,0.1625803646,0.107874928018113,0.180443392828495,0,"Rat #15"
"524",15,1,21,0.17656626975,0.0537327772780331,0.161821179759518,0,"Rat #15"
"525",15,1,24,0.18716118125,0.226897193629207,0.146276164014592,0,"Rat #15"
"526",15,1,27,0.164103811,NA,0.133231169315114,NA,"Rat #15"
"527",15,1,30,0.122483975,NA,0.122190094286219,NA,"Rat #15"
"528",15,11,3,0.291625784,0.32154741540408,0.190001185737421,0,"Rat #15"
"529",15,11,6,0.3892188076,0.166894342448668,0.319005310887201,0,"Rat #15"
"530",15,11,9,0.2599873838,0.0937064724204046,0.402120795494132,0,"Rat #15"
"531",15,11,12,0.411276642,0.109425306966178,0.452693773924826,0,"Rat #15"
"532",15,11,15,0.464799536,0.283273867958955,0.480947773737075,0,"Rat #15"
"533",15,11,18,0.5852214684,0.266847189945482,0.494198241471933,0,"Rat #15"
"534",15,11,21,0.6766869678,0.301734447849131,0.497505075693825,0,"Rat #15"
"535",15,11,24,0.5397098598,0.130724384465514,0.494311304747262,0,"Rat #15"
"536",15,11,27,0.4833136072,0.156239614673796,0.486943111322507,0,"Rat #15"
"537",15,11,30,0.551351438,0.200221669030101,0.476968066667827,0,"Rat #15"
"538",15,11,33,0.590811164,0.266459601368486,0.465441593576594,0,"Rat #15"
"539",15,11,36,0.383603046,0.298838126418084,0.453073484754225,0,"Rat #15"
"540",15,11,39,0.69484954725,0.0591376673614715,0.440339680164291,0,"Rat #15"
"541",15,11,42,0.453154794,0.14876253694416,0.427557289145575,0,"Rat #15"
"542",15,11,45,0.396855982333333,0.132601119502576,0.414935112760925,0,"Rat #15"
"543",15,11,48,0.452813196333333,0.235245317597521,0.40260784369705,0,"Rat #15"
"544",15,11,51,0.505940429,0.267387954733982,0.390659355568008,0,"Rat #15"
"545",15,11,54,0.143773796,NA,0.379138659351288,NA,"Rat #15"
"546",15,18,3,0.2203589482,0.146808257655381,0.186080133203954,0,"Rat #15"
"547",15,18,6,0.2766190626,0.062324430789755,0.318475070403441,0,"Rat #15"
"548",15,18,9,0.3884559132,0.188251242807236,0.409169983990617,0,"Rat #15"
"549",15,18,12,0.39026391,0.191790764982272,0.46893328703158,0,"Rat #15"
"550",15,18,15,0.5399575992,0.224880894742512,0.506371570175443,0,"Rat #15"
"551",15,18,18,0.672615356,0.332461826238484,0.527962744278055,0,"Rat #15"
"552",15,18,21,0.6015536988,0.0907010448639817,0.538428545330131,0,"Rat #15"
"553",15,18,24,0.6051773014,0.0885472595000976,0.541153099751698,0,"Rat #15"
"554",15,18,27,0.8805668218,0.608407477800678,0.538541958328348,0,"Rat #15"
"555",15,18,30,0.5872969578,0.104090308596837,0.532299264020598,0,"Rat #15"
"556",15,18,33,0.584839647,0.14659313066924,0.523631199602076,0,"Rat #15"
"557",15,18,36,0.48016597725,0.0639362316035531,0.513391589334642,0,"Rat #15"
"558",15,18,39,0.335421314,0.267133307406336,0.502184850339202,0,"Rat #15"
"559",15,18,42,0.55584179375,0.145558225276246,0.490438454946411,0,"Rat #15"
"560",15,18,45,0.27897789,0.129877910432623,0.478453925249565,0,"Rat #15"
"561",15,18,48,0.8545445075,0.0701175053318004,0.46644280781095,0,"Rat #15"
